"sentenceA"	"sentenceB"	"label"
"Sein massiver Reisertrag (bis zu 20 Prozent der nationalen Reisernte) hat Tohoku zum Hauptlieferanten für die Bedürfnisse des Landes gemacht."	"Tohoku ist ein wichtiger Reislieferant des Landes."	"entailment"
"und wie gesagt ich schaue nicht mehr wirklich viel fern"	"Ich sehe jeden Tag fern."	"neutral"
"Mein lieber Freund, wissen Sie nicht, dass es einfach und allein der Prozess war, der sie wieder zusammengebracht hat?"	"Sie waren für immer zusammen."	"contradiction"
"Die Überreste des historischen Kendal Castle überblicken die Stadt."	"Das Kendal Castle überblickt die kleine japanische Stadt."	"neutral"
"Nun, es war mit Russisch, wo sie uns mit russischen Waffen bekämpften und sie haben auf die harte Tour herausgefunden, wie schlecht die russischen Waffen schlecht zusammengesetzt sind"	"Sie hatten mit russischen Waffen gegen uns gekämpft und waren unwirksam."	"entailment"
"Ihr drittes Buch, Promiscuities, ist eine Abhandlung, in der sie im Alleingang den geheimen Kampf um die Weiblichkeit abruft, indem sie ihr eigenes sexuelles Erwachsenwerden erzählt."	"Promiscuities ist eine Erinnerung, in der sie ihr sexuelles Erwachsenwerden erzählt."	"entailment"
"Die beiden Stöcke hingen lose in seinen Händen."	"Er hielt sich an den Stöcken fest."	"entailment"
"Auf dem Höhepunkt seiner Macht, im zweiten Jahrhundert vor Christus, war Pergamon eine der prächtigsten Städte an der ägäischen Küste."	"Pergamon war eine mächtige Stadt an der ägäischen Küste."	"entailment"
"Du hattest Gesellschaft"	"Du hattest niemanden bei dir."	"contradiction"
"Mietwagen."	"Gemietetes Auto."	"entailment"
"Er erwartet, dass in fünf Jahren 5 bis 10 Prozent aller Patienten den Test bei Arztbesuchen ablegen werden."	"Der Test würde Ärzten helfen, die besten Behandlungen zu bestimmen."	"neutral"
"Beide Szenarien zeigen, wie wichtig es ist, während dieses Prozesses professionelle Unterstützung zu erhalten, und dass die Kliniken für Steuerzahler mit niedrigem Einkommen eine wichtige Rolle spielen."	"Ohne professionelle Hilfe kann der Prozess verwirrend sein."	"neutral"
"Lass es uns wiederholen! &#39;"	"Lass uns das nie wieder machen."	"contradiction"
"Bewertungen loben Johnsons Reichweite und lebhafte Prosa, tadeln ihn jedoch dafür, dass er 30 Jahre Wissenschaft ignoriert und Amerikas rassische und wirtschaftliche Ungerechtigkeiten gemildert hat."	"Die Bewertungen waren in der Zeitung."	"neutral"
"Westlich der Festung befindet sich der ehemalige königliche Palast von Ras El-Tin, der 1834 für Mohammed Ali erbaut wurde."	"Der Palast wurde vor vielen Jahren für Mohammed Ali gebaut."	"entailment"
"Während er im Forum für (gegebenenfalls ausgewählte) Phobiker war, entwarf er eine Anwendung, die Slogans für Straßenproteste erstellte."	"Es gab keine Möglichkeit, Slogans für Demonstranten zu machen."	"contradiction"
"Jede Phase des Kampfes wird vom Präsidenten aus seiner mit Fahnen geschmückten Kiste genau kontrolliert."	"Der Präsident beobachtet jeden Kampf von der Tribüne aus, ist aber nicht beteiligt."	"contradiction"
"und selbst dann weißt du, dass wir wirklich keinen Platz mehr haben, also denke ich, dass das plötzlich wirklich ins Schwarze getroffen hat, dass es in einigen der überfüllten Staaten keinen Deponieraum mehr gibt"	"Selbst in den am dichtesten besiedelten Gebieten gibt es viel Platz für Deponien."	"contradiction"
"Penguin, der das US-Urheberrecht an den Original-Pooh-Büchern besitzt, hat Schwarz-Weiß-Pooh-Bücher, Farb-Pooh-Bücher, Miniatur-Pooh-Bilderbücher, Pooh in Latein (Winnie illegal Pu), Pooh für New Agers (The Tao of Pooh und) veröffentlicht sein Begleitband, The Te of Piglet) und sogar Pooh für Manager."	"Penguin veröffentlicht möglicherweise ein neues Pooh-Märchenbuch."	"neutral"
"In Betten, Stühlen und Kirchenbänken ruht die Geschichte in Washington auf ihrem alternden Boden."	"Die einzigen Möbel in Washington sind Betten, Stühle und Kirchenbänke."	"neutral"
"Wenn sie mehr lesen wollen, zahlen sie ein Viertel ein."	"Wenn sie mehr davon lesen möchten, müssen Sie 25c einzahlen."	"entailment"
"Okay, vielleicht sind wir alle fertig. Okay, wir reden fünf Minuten lang. Sie unterbrechen am Ende. Ja, es steht, was du für eine Dinnerparty haben würdest. Ich plane gerade eine für Samstag. Ich werde dir sagen, was ich bin. Ich werde ähm haben"	"Ich plane eine Dinnerparty für Samstag."	"entailment"
"Im AEO2001-Bericht senkt die Kombination aus höheren Wirkungsgraden und früherer Verfügbarkeit der Technologien das Wachstum des Stromverbrauchs von 1,8 Prozent im Referenzfall auf 1,6 Prozent."	"Der AEO2001-Bericht besagt, dass der Strombedarf weiter steigen wird."	"contradiction"
"Ich nehme an, Sie lehnen es ab zu sagen, wo Sie sich zu der Zeit befanden, als Mr. Mace Sie positiv als Betreten des Geschäfts zum Kauf von Strychnin erkannte."	"Also, obwohl Mr. Mace Sie positiv in sein Geschäft bringt, um Strychnin zu kaufen, weigern Sie sich, ein Alibi darüber zu liefern, wo Sie sich zu dieser Zeit tatsächlich befanden?"	"entailment"
"Die offizielle Website des Louvre (&lt;www.louvre.fr&gt;) bietet virtuelle Touren an, mit denen Sie die wichtigsten Galerien auswählen können, die Sie besuchen möchten."	"Die virtuellen Touren der offiziellen Website des Louvre sind beliebt."	"neutral"
"Sie können hier Ihre Hongkong-Dollar verwenden, sodass Sie die Währung nicht ändern müssen."	"Sie können hier keine Hongkong-Dollar verwenden."	"contradiction"
"Sofort schoss Sir Ernests Kinn kämpferisch nach vorne."	"Plötzlich brach Sir Ernest in fröhliches Lachen aus."	"contradiction"
"Aber beginnen wir in Amber, 9 km nordöstlich von Jaipur, hoch oben auf einem Hügel, der eine Schlucht beherrscht, die militärischen Vorteil bot, aber nicht für die erweiterte Stadt geeignet war, die er für seine Hauptstadt wollte."	"Amber lag 9 km nordwestlich von Jaipur auf Meereshöhe."	"contradiction"
"Nun, danke, es ist schön, mit dir zu reden"	"Danke fürs Reden."	"entailment"
"Er entschied sich für Suppe."	"Mit Suppe war er nicht einverstanden."	"contradiction"
"Der einzige Lichtblick ist Steve Zahn, der die Nachkommen von Michael J. Fox und Crispin Glover sein könnten, wenn sie sich am Set von Back to the Future (1985) gepaart hätten."	"Die einzig interessante Person ist Steve Zahn, dessen Eigenschaften an Fox und Glover erinnern."	"entailment"
"Aktienrückkaufpläne sind als langfristige Geschäftsstrategien lückenhaft, aber die Zusicherung von IBM, dass seine Aktien unterbewertet waren, lässt darauf schließen, dass es nicht besonders besorgt über die endgültigen Auswirkungen der Probleme in Hongkong ist."	"Aktienrückkaufpläne sind im Allgemeinen eine der zuverlässigsten langfristigen Geschäftsstrategien auf dem Markt."	"contradiction"
"Zusätzlich wurde den Programmen die Möglichkeit geboten, auf eigene Kosten zusätzliches Personal zur Konferenz zu entsenden."	"Die meisten Angestellten gingen und bezahlten, um zu gehen."	"neutral"
"Die Co-Stars Tom Cruise und Nicole Kidman sind nackt auf dem Cover zu sehen - wie Sie sie noch nie gesehen haben."	"Tom Cruise und Nicole Kidman haben sich nie getroffen."	"contradiction"
"Es wird anerkannt, dass die Behandlung die Wirksamkeit in bestimmten Patientengruppen dokumentiert haben muss."	"Die Behandlung muss nicht dokumentiert werden."	"contradiction"
"Die beiden bezogen ihr Quartier im Gasthaus in Gatehouse."	"Das Gasthaus in Gatehouse war urig, gemütlich und hatte weiche Betten."	"neutral"
"Und keine Überraschung, der Mistkerl war schon drinnen."	"Der Mistkerl war nicht drinnen."	"contradiction"
"Er lachte und dankte ihnen."	"Mit ernstem Gesicht sagte er ihnen, dass sie willkommen seien."	"contradiction"
"und es schien, als ob jedes Mal, wenn ich den Filmkanal einschalte, Pretty Woman eingeschaltet ist"	"Der Filmkanal hat Pretty Woman noch kein einziges Mal gespielt."	"contradiction"
"Wird sie nicht? sagte Tuppence nachdenklich."	"Tuppence platzte laut heraus: &quot;Sie wird!&quot;"	"contradiction"
"&quot;Wann genau haben Sie damit gerechnet?&quot;"	"Wann haben Sie das geplant?"	"entailment"
"Zusätzlich wurde den Programmen die Möglichkeit geboten, auf eigene Kosten zusätzliches Personal zur Konferenz zu entsenden."	"An den Programmen konnten alle Mitarbeiter kostenlos teilnehmen."	"contradiction"
"Die Entwicklung einer landesweiten Website für Rechtsdienstleistungen am West Virginia College of Law ist derzeit im Gange."	"Die Website wird von hoher Qualität sein."	"neutral"
"Eff Gordon gewann zum zweiten Mal in drei Jahren den Daytona 500, den lukrativsten Preis für Autorennen."	"Jeff Gordon war letztes Jahr auch der Daytona 500-Champion."	"neutral"
"Eine tiefe Spalte faltete sein Kinn."	"Er hatte eine Kinnspalte."	"entailment"
"Rennie lachte."	"Rennie stand mit einem ernsten Gesichtsausdruck da."	"contradiction"
"Ich denke, sie waren gut ausgebildet und sie haben die Tische nicht sehr sauber gemacht. Als die Kellnerinnen kamen, stellte sie einfach alle sauberen Utensilien und alles direkt auf diese schmutzigen Tische"	"Der Service war nicht gut, obwohl das Essen anständig war."	"neutral"
"und sie haben ein Haus verkauft, das ziemlich teuer war, und eines gekauft, von dem Sie wissen, dass es preiswerter war, es ist in Dallas, aber es ist im Richardson School District"	"Sie verkauften ein teures Haus und kauften ein noch teureres Haus im Richardson School District."	"contradiction"
"Richtig, nein, ich denke, es ist für mich eher eine Annehmlichkeit, wenn sie kommen und es abholen"	"Es ist bequemer für mich, wenn ich mich darum kümmere."	"contradiction"
"und die meisten Probleme mit Kindern in der Schule, die Waffen und Messer tragen und alles, was ich meine, gute Trauer, was ist mit"	"Ich verstehe nicht, warum Kinder in der Schule Waffen haben würden."	"entailment"
"Und während die Europäische Union reift, nutzen die Europäer die Möglichkeiten, in verschiedenen Ländern zu leben und zu arbeiten."	"Trotz der Reife der EU ziehen nur wenige Menschen aus ihren Heimatländern weg, um Arbeit zu suchen."	"contradiction"
"Probieren Sie auch El Galeen in einem mutmaßlichen Piratenschiff, das unter Havannas Festung La Cabaea in See sticht."	"Es gibt ein mutmaßliches Piratenschiff, das in Kuba Segel setzt."	"entailment"
"Anfällig für plötzliche Blutungen und das Sprechen mit gruseligen Stimmen!"	"Plötzliche Blutungen treten bei 10% der Bevölkerung auf."	"neutral"
"A&#39;deem bewunderte die fein gemeißelte Arbeit der nackten Frau am Schwertgriff."	"A&#39;deem sah die nackte Dame am Schwert an."	"entailment"
"[S] er versucht vergeblich, müde Beobachtungen als radikale Aperaus, subjektive Überlegungen als allgemeine Wahrheiten, saftige Vorschläge als nützliche Ideen auszugeben, schreibt Michiko Kakutani von der New York Times."	"Michiko Kakutani schrieb in der New York Times, dass sie vergeblich versuchen, müde Beobachtungen als allgemeine Wahrheiten auszugeben."	"entailment"
"Wie schlagen Sie vor, dass ich mich dem Thema nähere?"	"Wie sollte ich mich dem Thema nähern?"	"entailment"
"Troyes ist auch ein Einkaufszentrum. Zwei Outlet-Center verkaufen sowohl französische als auch internationale Designermode und Wohnaccessoires."	"Troyes ist alles Fabriken."	"contradiction"
"Geldbußen aus Gerichtsverfahren werden von der Stelle erhoben, die als Vertreter der gesamten Regierung und nicht in eigenem Namen handelt."	"Gerichtsstrafen werden jährlich von der für die Regierung tätigen Behörde erhoben."	"neutral"
"Warum ja."	"Nein."	"contradiction"
"Obwohl eine Reihe von Unsicherheiten noch durch fortgesetzte Forschung angegangen werden müssen (NRC, 1998), erkennt ein beträchtlicher Teil der veröffentlichten wissenschaftlichen Literatur eine Korrelation zwischen erhöhten PM-Konzentrationen und erhöhten Sterblichkeitsraten an."	"Es wird noch geforscht."	"entailment"
"Ich möchte ein paar Worte mit Ihnen, Mr. Julius Hersheimmer. «204 Kapitel 25 Janes Geschichte IHR Arm durch Janes, Tuppence schleppend, erreichte sie den Bahnhof."	"Tuppence kam ganz alleine am Bahnhof an."	"contradiction"
"Es war schlimmer, sagen sie, als sie auftauchte."	"Ihr Aussehen machte alles besser."	"contradiction"
"Um die Leistungserwartungen von IRS für leitende Angestellte bei der Entwicklung und Ausführung von Plänen zur Erreichung organisatorischer Ziele zu erfüllen, hat ein leitender Angestellter, der als Bereichsleiter für Compliance in New York zuständig ist, in seinem individuellen Leistungsplan für das Geschäftsjahr 2002 eine Leistungserwartung, um sicherzustellen, dass die Steuerzahler betroffen sind Bis zu den Ereignissen vom 11. September 2001 werden sie entsprechend ihren Umständen behandelt und geprüft, und die Compliance-Richtlinien und -Richtlinien für betroffene Steuerzahler werden eingehalten."	"Ein leitender Angestellter hat eine Leistungserwartung für 2002."	"entailment"
"Ab Kapitel 2 werden für ein 500-MWe-REA-System ungefähr 1.125 Tonnen Stahl benötigt, was ungefähr 2,25 Tonnen pro MWe entspricht."	"Sie brauchen 5.294 Tonnen Steil."	"contradiction"
"Es kann Probleme mit der ASE geben. &quot;Lange Zeit herrschte Stille, die nur durch das Rascheln von Papieren und ein gelegentliches Erklärungswort des Deutschen unterbrochen wurde."	"Der Deutsche könnte in die Schwierigkeiten mit der ASE verwickelt sein"	"neutral"
"Aber mit achtzehn weißt du, ich wollte, dass sie weggeht, aber sie war einfach zu sehr ein Heimkind"	"Als ich 18 war, wollte ich, dass sie bleibt"	"contradiction"
"Edinburgh zieht die besten schottischen Produkte in seine Geschäfte und bietet einen Marktplatz für Waren aus den nördlichen Highlands und Inseln."	"Edinburgh bietet einen guten Marktplatz für Waren aus den nördlichen Highlands und Inseln sowie die besten schottischen Produkte in seinen Läden."	"entailment"
"Die Wände mit Steinsitzen, von denen angenommen wurde, dass sie von Beratern oder Ratsmitgliedern benutzt wurden, wären mit rotem Gips und einem dekorativen Dado verziert worden."	"Die Sitze an der Wand bestehen aus Holz."	"contradiction"
"Poirot zuckte mit den Schultern."	"Poirot machte eine Geste."	"entailment"
"Also ja, das war so, dass er sie nicht verlassen konnte, weil sie"	"Ja, das war der Grund, warum der Mann die Frau nicht verlassen hat."	"entailment"
"Das wird wahrscheinlich nicht passieren."	"Es ist sehr wahrscheinlich, dass es auftritt."	"contradiction"
"Unter Hinweis auf die Entscheidung des Teams, entgegen den Plänen der USA eine eigene Tour durch Werbespiele zu organisieren"	"In Bezug auf die Werbespiele entschied sich das Team, seine eigenen Vorkehrungen zu treffen."	"entailment"
"Sie wurde von einem besorgten Schrei des vierten Parteimitglieds beantwortet."	"Es sind mindestens vier Personen in der Partei."	"entailment"
"Die Fragen befassen sich mit Problemen während des gesamten Lebens des Patienten."	"Einige der Fragen betreffen die Krebsbehandlung und Palliativversorgung."	"neutral"
"ähm, das stimmt, ich sage, ich habe kein Problem mit Leuten, die Schusswaffen verwenden, die Sie für Sport- oder Jagdzwecke kennen. Ich denke nur, es ist vielleicht etwas zu einfach, eine aus einer Laune heraus zu erwerben Sortieren"	"Ich habe kein Problem damit, dass Leute Schusswaffen für Jagdzwecke haben."	"entailment"
"Mein Vater ist gestorben, weißt du, als ich weniger als ein Jahr alt war, also hatte ich immer nur eine Mutter, also dachte ich immer, wenn ich Kinder habe, weißt du, dass ich wirklich mit ihnen zusammenarbeiten möchte"	"Mein Vater kämpfte mit Krebs und starb letztes Jahr."	"contradiction"
"Es tut weh zu laufen. &quot;"	"Mein Bein ist so durcheinander, dass es weh tut zu laufen."	"neutral"
"Was halten Sie von der Tatsache, dass alle Türen des Schlafzimmers innen verriegelt waren? &quot;"	"Was denkst du über die Tatsache, dass niemand das Schlafzimmer hätte betreten können?"	"neutral"
"Ohne Reformen wird die kombinierte finanzielle Belastung der zukünftigen Steuerzahler durch soziale Sicherheit und medizinische Versorgung nicht mehr tragbar."	"Dies liegt daran, dass die Menschen länger leben und eine größere finanzielle Belastung darstellen als geplant."	"neutral"
